#LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
1000000593,"CDBS","KWWL",593,"0024972259","KWWL LICENSE, LLC",,"DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:17","02/01/2022 00:00:00",,"05/05/2009 14:54:17","LICEN","LICENSED","A","Active",,"Unknown","B","Business","P.O. BOX 909","QUINCY","IL","62306",,"BROOKS, PIERCE, ET AL.","WADE H. HARGROVE",,,,,,,,"9198390300",,"WHARGROVE@BROOKSPIERCE.COM",,,,"TV","Television","WATERLOO",,,"IA",,593,42,24,4.0,"N",91,50,43.0,"W",,"1025917",1000000579,28399,"RCA","TW-18A7-R",,,,,"H",1000000579,,,,316.000,,174.00000000,174.00000000,"MHz.",,,,,
1000000601,"CDBS","KNON",601,"0003790185","AGAPE BROADCASTING FOUNDATION, INC.",,"FM","FM Station","Broadcast","Broadcast",,"08/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","4415 SAN JACINTO","DALLAS","TX","75204",,,,,,,,,,,,,,,,,"FM","FM Station","DALLAS",,,"TX",,601,90,60,60.0,"N",0,60,60.0,"W",,,1000000593,,,,,,,,,1000000593,,,,,,89.30000000,89.30000000,"MHz.",,,,,
1000000614,"CDBS","WMOZ",614,"0016871220","FOND DU LAC BAND OF LAKE SUPERIOR CHIPPEWA",,"FM","FM Station","Broadcast","Broadcast","10/15/2001 11:08:24","04/01/2021 00:00:00",,"10/15/2001 11:08:24","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1720 BIG LAKE ROAD","CLOQUET","MN","55720",,"SHAAINIS & PELTZMAN CHARATERED","LEE J. PELTZMAN",,,,,,,,"2022930011",,,,,,"FM","FM Station","MOOSE LAKE",,,"MN",,614,46,30,20.0,"N",92,41,10.0,"W",,,1000000610,,"SHI","8213","N","Non-Directional",,,,1000000610,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",6.000,4254.000,106.90000000,106.90000000,"MHz.",,,,,346.0000000
1000000614,"CDBS","WMOZ",614,"0016871220","FOND DU LAC BAND OF LAKE SUPERIOR CHIPPEWA",,"FM","FM Station","Broadcast","Broadcast","10/15/2001 11:08:24","04/01/2021 00:00:00",,"10/15/2001 11:08:24","LICEN","LICENSED","A","Active",,"Unknown","B","Business","1720 BIG LAKE ROAD","CLOQUET","MN","55720",,"SHAINIS & PELTZMAN, CHARTERED","LEE J. PELTZMAN",,,,,,,,"2022930011",,"LEE@S-PLAW.COM",,,,"FM","FM Station","MOOSE LAKE",,,"MN",,614,46,30,20.0,"N",92,40,45.0,"W",,,1000000612,,"SHI","8213","N","Non-Directional",,,,1000000612,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",6.000,4254.000,106.90000000,106.90000000,"MHz.",,,,,
1000002947,"CDBS","WKSF",2947,"0019362953","CAPSTAR TX, LLC",,"FM","FM Station","Broadcast","Broadcast",,"12/01/2019 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","2625 S. MEMORIAL DRIVE, SUITE A","TULSA","OK","74129",,"CLEAR CHANNEL","TROY LANGHAM",,,,,,,,"9186644581",,"FCCCONTACT@CLEARCHANNEL.COM",,,,"FM","FM Station","OLD FORT",,,"NC",,2947,35,25,32.0,"N",82,45,25.0,"W",,,1000002742,,,,,,,,,1000002742,,"C","A Zone II station, with exactly 100kW ERP and a class contour distance 72km-92km",48.000,,99.90000000,99.90000000,"MHz.",,,,,
1000002947,"CDBS","WKSF",2947,"0019362953","CAPSTAR TX, LLC",,"FM","FM Station","Broadcast","Broadcast",,"12/01/2019 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","2625 S. MEMORIAL DRIVE, SUITE A","TULSA","OK","74129",,"WILEY REIN & FIELDING LLP","DORANN BUNKIN",,,,,,,,"2027197231",,"DBUNKIN@WRF.COM",,,,"FM","FM Station","OLD FORT",,,"NC",,2947,35,25,32.0,"N",82,45,25.0,"W",,"1035173",1000002744,,"ERI","FMH-6AC, six sections","N","Non-Directional",,,,1000002744,,"C","A Zone II station, with exactly 100kW ERP and a class contour distance 72km-92km",49.000,20000.000,99.90000000,99.90000000,"MHz.",,,,,
1000002961,"CDBS","KYAV-LD",2961,"0001590330","GULF-CALIFORNIA BROADCAST COMPANY","GULF-CALIFORNIA BROADCAST COMPANY","LD","Digital Translator or Digital LPTV","Broadcast","Broadcast","02/10/2012 00:00:00","12/01/2022 00:00:00",,"02/10/2012 00:00:00","LICEN","LICENSED","A","Active",,"Unknown","B","Business","31276 DUNHAM WAY","THOUSAND PALMS","CA","92276",,"Brooks, Pierce et al.","Elizabeth E Spainhour",,"p.o. box 1800",,"Raleigh","NC","27602",,"9198390300",,"espainhour@brookspierce.com",,,,"LD","Digital Translator or Digital LPTV","PALM SPRINGS",,,"CA",,2961,33,51,57.9,"N",116,26,2.9,"W",,,1000002752,113619,"SCA","DRV-4/2HW SPECIAL","D","Directional",,,"H",1000002752,,,,0.250,,204.00000000,210.00000000,"MHz.",,,,,454.0000000
1000003008,"CDBS","KPVW",3008,"0001529627","ENTRAVISION HOLDINGS, LLC","ENTRAVISION HOLDINGS, LLC","FM","FM Station","Broadcast","Broadcast","11/15/1999 12:25:09","04/01/2021 00:00:00",,"11/15/1999 12:25:09","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2425 OLYMPIC BLVD STE 6000 W","SANTA MONICA","CA","90404-4030",,"THOMPSON HINE LLP","BARRY A. FRIEDMAN",,,,,,,,"2023318800",,"BARRY.FRIEDMAN@THOMPSONHINE.COM",,,,"FM","FM Station","ASPEN",,,"CO",,3008,39,18,56.0,"N",106,57,32.0,"W",,"1200877",1000002759,28961,"ERI","LPX-4C","N","Non-Directional",,,,1000002759,,"C3","A Zone II station, with 6kW-25kW ERP and a class contour distance 28km-39km",20.500,10000.000,107.10000000,107.10000000,"MHz.",,,,,
1000003032,"CDBS","WVUP-CD",3032,"0009387291","CHRISTIAN TELEVISION CORPORATION, INC.","CHRISTIAN TELEVISION CORPORATION, INC.","DC","Digital Class A TV","Broadcast","Broadcast","08/29/2001 10:10:30","02/01/2021 00:00:00",,"08/29/2001 10:10:30","LICEN","LICENSED","A","Active",,"Unknown","B","Business","6922 - 142ND AVENUE, NORTH","LARGO","FL","33771",,"THOMPSON HINE LLP","BARRY A. FRIEDMAN",,,,,,,,"2023318800",,"BARRY.FRIEDMAN@THOMPSONHINE.COM",,,,"CA","Class A TV","TALLAHASSEE",,,"FL",,3032,30,34,27.0,"N",84,12,9.0,"W",,"1031203",1000002780,60394,"ERI","ATW25H5H","N","Non-Directional",,,,1000002780,,,,150.000,,656.00000000,656.00000000,"MHz.",,,,,44.0000000
1000003034,"CDBS","WWRP-LP",3034,"0020967865","RESTORATION PLACE, INC.",,"TX","TV Translator or LPTV station","Broadcast","Broadcast",,"02/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","3050 ST. ANDREWS WAY","TALLAHASSEE","FL","32312",,,,,,,,,,,,,,,,,"TX","TV Translator or LPTV station","TALLAHASSEE",,,"FL",,3034,30,26,29.0,"N",84,16,55.0,"W",,,1000002784,,,,,,,,"H",1000002784,,,,0.018,,186.00000000,186.00000000,"MHz.",,,,,
1000003037,"CDBS","WTGN",3037,"0009038944","ASSOCIATED CHRISTIAN BROADCASTERS, INC.",,"FM","FM Station","Broadcast","Broadcast",,"10/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","1600 ELIDA RD","LIMA","OH","45805-1510",,,,,,,,,,,,,,,,,"FM","FM Station","LIMA",,,"OH",,3037,40,45,23.0,"N",84,8,0.0,"W",,"1062809",1000002787,14111,"ODD","ODD900511IC","D","Directional",,,,1000002787,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",6.000,,97.70000000,97.70000000,"MHz.",,,,,
1000003042,"CDBS","KMSM-FM",3042,"0006274492","THE ASSOCIATED STUDENTS OF MONTANA TECH",,"FM","FM Station","Broadcast","Broadcast",,"04/01/2021 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","KMSM-FM/MONTANA TECH, 1300 WEST PARK STREET","BUTTE","MT","59701",,"COHN AND MARKS LLP","JEROLD L. JACOBS, ESQ.",,,,,,,,"2022933860",,"JEROLD.JACOBS@COHNMARKS.COM",,,,"FM","FM Station","BUTTE",,,"MT",,3042,46,0,44.0,"N",112,33,26.0,"W",,,1000002795,,"JAM","JLST-4","N","Non-Directional",,,,1000002795,,"A","A Zone I, I-A, or II station, with 0.1kW-6kW ERP and a class contour distance <=28km",0.740,440.000,103.90000000,103.90000000,"MHz.",,,,,
1000005138,"CDBS","KXRI",5138,"0004121000","EDUCATIONAL MEDIA FOUNDATION",,"FM","FM Station","Broadcast","Broadcast","09/12/2001 16:41:53","08/01/2021 00:00:00",,"09/12/2001 16:41:53","LICEN","LICENSED","A","Active",,"Unknown","B","Business","5700 WEST OAKS BLVD","ROCKLIN","CA","95765",,"SHAW PITTMAN","DAVID D. OXENFORD",,,,,,,,"2026638000",,"DAVID.OXENFORD@SHAWPITTMAN.COM",,,,"FM","FM Station","AMARILLO",,,"TX",,5138,35,14,31.0,"N",101,48,43.0,"W",,"1053477",1000004691,,"ERI","LPX-3E","N","Non-Directional",,,,1000004691,,"C3","A Zone II station, with 6kW-25kW ERP and a class contour distance 28km-39km",11.000,8491.000,91.90000000,91.90000000,"MHz.",,,,,
1000005179,"CDBS","K209BT",5179,"0004121000","EDUCATIONAL MEDIA FOUNDATION",,"FX","FM Translator","Broadcast","Broadcast","04/09/2002 13:05:25","08/01/2021 00:00:00",,"04/09/2002 13:05:25","LICEN","LICENSED","A","Active",,"Unknown","B","Business","5700 WEST OAKS BOULEVARD","ROCKLIN","CA","95769",,"SHAW PITTMAN LLP","DAVID D. OXENFORD",,"2300 N STREET, NW",,"WASHINGTON","DC","20037-1128",,"2026638000",,"DAVID.OXENFORD@SHAWPITTMAN.COM",,,,"FX","FM Translator","PLAINVIEW",,,"TX",,5179,34,12,28.0,"N",101,43,50.0,"W",,,1000004748,,,,"N","Non-Directional",,,,1000004748,,"D","A Noncommercial educational operating with no more than 10W",0.250,,89.70000000,89.70000000,"MHz.",,,,,
1000005207,"CDBS","WJZQ",5207,"0003730751","WKJF RADIO, INC.",,"FM","FM Station","Broadcast","Broadcast","03/14/2002 14:46:40","10/01/2020 00:00:00",,"03/14/2002 14:46:40","LICEN","LICENSED","A","Active",,"Unknown","B","Business","314 E FRONT STREET","TRAVERSE CITY","MI","49684",,"LAW OFFICE OF DENNIS J. KELLY","DENNIS J. KELLY, ESQ.",,,,,,,,"2022932300",,"DKELLYFCCLAW1@COMCAST.NET",,,,"FM","FM Station","CADILLAC",,,"MI",,5207,44,8,12.0,"N",85,20,33.0,"W",,,1000004810,,,,"N","Non-Directional",,,,1000004810,,"C","A Zone II station, with exactly 100kW ERP and a class contour distance 72km-92km",100.000,,92.90000000,92.90000000,"MHz.",,,,,519.0000000
1000005207,"CDBS","WJZQ",5207,"0003730751","WKJF RADIO, INC.",,"FM","FM Station","Broadcast","Broadcast","03/14/2002 14:46:40","10/01/2020 00:00:00",,"03/14/2002 14:46:40","LICEN","LICENSED","A","Active",,"Unknown","B","Business","314 E FRONT STREET","TRAVERSE CITY","MI","49684",,"LAW OFFICE OF DENNIS J. KELLY","DENNIS J. KELLY, ESQ.",,,,,,,,"8883225291",,"DKELLYFCCLAW1@HOME.COM",,,,"FM","FM Station","CADILLAC",,,"MI",,5207,44,35,41.0,"N",85,11,53.0,"W",,"1220711",1000004811,,"ERI","SHPX-10AC","N","Non-Directional",,,,1000004811,,"C1","A Zone II station, with 50kW-100kW ERP and a class contour distance 52km-72km",100.000,20900.000,92.90000000,92.90000000,"MHz.",,,,,414.0000000
1000005207,"CDBS","WJZQ",5207,"0003730751","WKJF RADIO, INC.",,"FM","FM Station","Broadcast","Broadcast","03/14/2002 14:46:40","10/01/2020 00:00:00",,"03/14/2002 14:46:40","LICEN","LICENSED","A","Active",,"Unknown","B","Business","314 E FRONT STREET","TRAVERSE CITY","MI","49684",,"LAW OFFICE OF DENNIS J. KELLY","DENNIS J. KELLY, ESQ.",,,,,,,,"2022932300",,"DKELLYFCCLAW1@COMCAST.NET",,,,"FM","FM Station","CADILLAC",,,"MI",,5207,44,35,41.0,"N",85,11,53.0,"W",,"1220711",1000004812,,"ERI","SHPX-10AC","N","Non-Directional",,,,1000004812,,"C1","A Zone II station, with 50kW-100kW ERP and a class contour distance 52km-72km",100.000,20900.000,92.90000000,92.90000000,"MHz.",,,,,414.0000000
1000000363,"CDBS","WCAV",363,"0018223693","GRAY TELEVISION LICENSEE, LLC","GRAY TELEVISION LICENSEE, LLC","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:53","10/01/2020 00:00:00",,"05/05/2009 14:54:53","LICEN","LICENSED","A","Active",,"Unknown","B","Business","999 SECOND STREET S.E.","CHARLOTTESVILLE","VA","22902",,"WOMBLE CARLYLE SANDRIDGE & RICE, PLLC","JOAN STEWART, ESQUIRE",,"1401 I STREET, NW","SEVENTH FLOOR","WASHINGTON","DC","20005",,"2028574490",,"JSTEWART@WCSR.COM",,,,"DT","Digital TV","CHARLOTTESVILLE",,,"VA",,363,37,59,3.0,"N",78,28,52.0,"W",,,1000000391,87040,"ERI","ATW18H4-HTCX-19H","D","Directional",,,"H",1000000391,,,,155.000,,578.00000000,578.00000000,"MHz.",,,,,443.5000000
1000000411,"CDBS","WRGT-TV",411,"0007282114","WRGT LICENSEE, LLC","WRGT LICENSEE, LLC","DT","Digital TV","Broadcast","Broadcast","06/16/2009 09:54:25","10/01/2021 00:00:00",,"06/16/2009 09:54:25","LICEN","LICENSED","A","Active",,"Unknown","B","Business","2000 WEST 41ST STREET","BALTIMORE","MD","21211",,"PILLSBURY WINTHROP SHAW PITTMAN LLP","CLIFFORD M. HARRINGTON, ESQ.",,"2300 N STREET, NW",,"WASHINGTON","DC","20037-1128",,"2026638000",,"CLIFFORD.HARRINGTON@PILLSBURYLAW.COM",,,,"DT","Digital TV","DAYTON",,,"OH",,411,39,43,28.0,"N",84,15,18.0,"W",,"1013716",1000000406,29247,"DIE","TFU-26GTH-R S250","D","Directional",,,"H",1000000406,,,,425.000,,602.00000000,602.00000000,"MHz.",,,,,273.1000000
1000000415,"CDBS","WUTV",415,"0006551626","WUTV LICENSEE, LLC","WUTV LICENSEE, LLC","DT","Digital TV","Broadcast","Broadcast","05/05/2009 14:54:27","06/01/2023 00:00:00",,"05/05/2009 14:54:27","LICEN","LICENSED","A","Active",,"Unknown","B","Business","C/O MILES S. MASON, PILLSBURY WINTHROP S, 1200 SEVENTEENTH STREET, NW","WASHINGTON","DC","20036",,"PILLSBURY WINTHROP SHAW PITTMAN LLP","KATHRYN SCHMELTZER",,"2300 N STREET, NW",,"WASHINGTON","DC","20037-1128",,"2026638217",,"KATHRYN.SCHMELTZER@PILLSBURYLAW.COM",,,,"TV","Television","BUFFALO",,,"NY",,415,43,1,32.0,"N",78,55,43.0,"W",,"1019110",1000000415,18819,"DIE","TFU-33ETT-RCT3","D","Directional",,,"E",1000000415,,,,3980.000,,602.00000000,602.00000000,"MHz.",,,,,
1000000438,"CDBS","WBIW",438,"0007784499","AD-VENTURE MEDIA, INC.",,"AM","AM Station","Broadcast","Broadcast",,"08/01/2020 00:00:00",,,"LICEN","LICENSED","A","Active",,"Unknown","B","Business","P. O. BOX 1307","BEDFORD","IN","47421",,,,,,,,,,,,,,,,,"AM","AM Station","BEDFORD",,,"IN",,438,38,52,23.0,"N",86,28,34.0,"W",,,1000000445,,,,"ND1","Non Directional Antenna: Same constants day and night",,,,1000000445,,"C","Local Channel 0.25kW-1kW stations delivering primary service to a limited community",,,1340.00000000,1340.00000000,"KHz.",,,,,
